ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1.24514E+18,"Brazil needs to be together with the world to fight the corona virus, a worldwide epidemic",1,1,0,0,0,0,0,0,0,0
1.24514E+18,"If the coronavirus ends up causing the end of me, I promise to haunt Donald Trump for the same number of years he's haunted this nation.",0,0,0,0,0,0,1,0,0,0
1.24514E+18,need someone to start a long distance hinge relationship with so i can publish all our messages as Love in the Time of Coronavirus,1,0,0,0,0,0,0,0,0,1
1.24514E+18,I got to go to this liquor store! YOLO20s coronavirus StayAtHome QuarantineLife,1,0,0,0,1,0,1,0,0,1
1.24514E+18,Team building is important during the Corona times. So is networking. :) Keep it up.,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Remember the Coronavirus Website Trump Talked About? Turns Out a Jared Kushner-Related Firm Was Building It,0,0,0,0,0,0,1,1,0,0
1.24514E+18,Women will still go out there way to blame the Coronavirus on men lol,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"62 new confirmed case(s) in Ecuador totaling 2,302 in this place. Already 856,888 worldwide. coronavirus covid19 Ecuador",0,0,0,0,0,0,0,0,1,0
1.24514E+18,We interrupt this corona virus bullshit to bring you an earth quake in Emmett Idaho.,0,0,0,0,0,1,1,0,0,1
1.24514E+18,Right the government has 11 hours to reveal coronavirus was an April fool's joke.,0,0,0,0,0,0,0,0,0,1
1.24514E+18,All Im saying is this corona shit wasnt a issue until I got my Drivers license,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Coronavirus is just a NEW flu virus - it will disappear in Summer. Why panic? Just ban the flu infected Americans from traveling abroad.,1,0,0,0,0,0,0,0,0,0
1.24514E+18,I'm hoping coronavirus is just one big shitty AprilFoolsDay joke. Covid_19 Lockdown,1,0,0,0,0,0,0,0,0,1
1.24514E+18,Remember the Republicans and the president called a democrat hoax for COVID-19!,0,0,0,0,0,0,1,0,0,0
1.24514E+18,"Alex Jones coronavirus supplements on Thursday. A scientific blend of zinc, animal feces,and sand.",1,0,0,0,0,0,1,0,0,1
1.24514E+18,"Michael, you kill harder than corona and I hope sooner than later your sense of humor plagues the whole planet.",1,0,0,0,0,0,0,0,0,1
1.24514E+18,how is it china has less coronavirus cases than the USA something dont add up thefinal5,0,0,0,0,0,0,0,1,0,0
1.24514E+18,Ha! I was watching our mayor giving the daily Coronavirus report and wasnt paying attention when I reworded my tweet. EditButton,0,0,0,0,0,0,0,1,0,0
1.24514E+18,Inside a Coronavirus hospital seems like a great place to go if you want to get Coronavirus.,0,0,0,0,0,0,1,0,0,1
1.24514E+18,"I wish it was coz he aint worried about corona, dogs cant get it",1,0,0,0,1,0,1,0,0,0
1.24514E+18,"my birthday is in exactly 2 months, pls join me as we say a prayer for corona to be gone by then so i can be 21 have some fun",1,0,1,0,0,0,0,0,0,0
1.24514E+18,"BREAKINGNEWS: Death toll in NYC surpasses 1,000 as positive cases of COVID-19 approach 42,000 mark. coronavirus",0,0,0,0,0,0,0,0,1,0
1.24514E+18,"Nothing last forever, Corona Virus will Vanish this month. Happy New Month",1,0,0,0,0,0,0,0,0,0
1.24514E+18,Happy new month love. I wish you corona free and more happy times with your family,1,0,1,0,0,0,0,0,0,0
1.24514E+18,Because weve known about this for months but our president has had his head up his ass. coronavirus,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Happy new month fam! May the corona thing end in Jesus name,1,0,1,0,0,0,0,0,0,0
1.24514E+18,"just remember if the corona virus didnt pick you, I definitely wouldnt have either.",0,0,0,0,0,0,0,0,0,1
1.24514E+18,If only corona virus was an April fools joke and nothing like this existed,0,0,0,1,0,1,0,0,0,1
1.24514E+18,Things I am more enthusiastic about than Joe Biden: - getting CoronaVirus - consuming toxic waste - staring at the wall - a pile of mud,0,0,0,0,0,1,0,0,0,1
1.24514E+18,there are 3011 cases of corona virus in la and if harry is really there i want him out like can someone go get him or something,0,0,0,0,1,1,0,0,0,1
1.24514E+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 COVID19,0,0,0,0,1,0,0,0,1,0
1.24514E+18,"Covid19 shall not see our end, we shall see the end of covid19!! ~Psalm 118:17 Happy New Month y'all",1,0,0,0,0,0,0,0,0,0
1.24514E+18,Our crack coronavirus management team now plans to lose 100K-240K Americans due to incompetence.,0,0,0,0,0,0,1,0,0,0
1.24514E+18,He been doing this kinda shit all week. Fucking the world over while mfs fight corona,0,0,0,0,0,0,1,0,0,0
1.24514E+18,More dangerous than the corona virus. You might end up autistic Godspeed,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Yea i get that but i know people that were still making moves while corona was here the first 2 weeks,0,0,0,1,0,0,1,0,0,1
1.24514E+18,StayAtHomeSa yesterday i manage to watch 6 movies which is very difficult for me but I did it TheLockdown SANDFDeployment COVID19,1,0,0,0,0,0,0,0,0,1
1.24514E+18,Why is it that no one ever reports on the number of people who recovered from Coronavirus?,0,0,0,0,0,1,1,1,0,0
1.24514E+18,Oh yes. Sorry I misunderstood your tweet. I thought you were questioning the optics of using the Coronavirus hashtag haha. My b,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Lmfao idk how yall do it my sister and bestfriend my happy place lol shit we gone corona together atp,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"47 new confirmed cases of COVID-19, 14 new probable cases - taking the total in NZ to 708. In good news, 82 people have recovered COVID19",0,0,1,0,0,0,0,0,1,0
1.24514E+18,Facts I hope this corona over by then Bc its gone be my 21st,1,0,0,0,0,0,0,0,0,0
1.24514E+18,defo reckon coronavirus was man made so wed all be home to play club penguin,0,0,0,0,0,0,0,0,0,1
1.24514E+18,400k followers thanks y'all . HappyNewMontt COVID19 StayAtHome,1,1,0,0,0,0,0,0,0,0
1.24514E+18,corona better end now or i will strangle every person (esp my brother) in this house i cannot survive with them anymore please,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Calling Corona Virus rona like she the nastiest little girl in the 5th grade. coronavirusmemes 5G,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"I really think I had Corona, thats shit came and went. well atlease I think.",0,0,0,0,1,0,0,1,0,1
1.24514E+18,That corona virus aint gonna go away in La county anytime soon so long as all these businesses are still open.,0,0,0,1,0,0,1,0,0,0
1.24514E+18,The government should better wake up in the morning and tell us that this corona virus is April fool something. I am tired...,0,0,0,1,0,1,1,0,0,0
1.24514E+18,Hes a fckn liar about CoronaVirus Book promotion BS,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Writers hate covid19 twice as much because now they have no reason to not finish that wip.,0,0,0,0,0,0,1,0,0,1
1.24514E+18,The best part of corona virus is definitely keeping the panic attacks at bay,1,1,0,0,0,1,0,0,0,1
1.24514E+18,Corona CA Tue Mar 31st PM Forecast: TONIGHT Partly Cloudy Lo 50 WEDNESDAY Partly Cloudy Hi 73,0,0,0,0,0,0,0,0,1,1
1.24514E+18,Posting rather boring text convos on Twitter coronavirus,0,0,0,0,0,1,0,0,0,0
1.24514E+18,"Does anyone know if Russia, Syria or North Korea has the corona virus? Not hearing anything at all about those countries.",0,0,0,0,0,0,0,0,0,0
1.24514E+18,"Im scared to buy some weed, idk who corona filled fingers been bagging my shit.",0,0,0,0,1,0,0,0,0,1
1.24514E+18,mr. trump you should go lick handrails across DC to prove that America isnt afraid of COVID19,1,0,0,0,0,0,0,0,0,1
1.24514E+18,"Cuz of the impeachment, he couldnt chew gum and walk at the same time, when it came to the covid19 response",0,0,0,0,0,0,1,0,0,1
1.24514E+18,can we expect food shortages because of the coronavirus store sell worker fear,0,0,0,0,1,0,1,0,0,0
1.24514E+18,Just an absolute fucking coward. Hes saying he wont save lives unless hes ordered to. Fucking Nazi. coronavirus,0,0,0,0,0,1,1,0,0,0
1.24514E+18,"Someone should pls remind COVID2019 that this is April o,we left March already (it month )so bye bye to corona",1,0,0,0,0,0,0,0,0,1
1.24514E+18,a girl i went to hs put pics of her getting tested for corona on her snap um,0,0,0,0,1,1,0,0,0,0
1.24514E+18,Just waiting for someone to say April fools corona virus isnt real lol,0,0,0,1,0,0,0,0,0,1
1.24514E+18,Yall den messed me up so bad I thought it said Coronavirus for a sec...,0,0,0,1,1,0,0,0,0,1
1.24514E+18,my mom has sent me every english post about corona through FB messenger...now shes started with the spanish,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Imagine waking up and hearing Coronavirus was a PR stunt for a new Netflix series about a virus, April Fools",1,0,0,0,0,0,0,0,0,1
1.24514E+18,Doing my budget and paying bills is the only thing keeping me sane right now. Im not joking. Covid19,1,0,0,0,1,0,0,0,0,1
1.24514E+18,"Good for you. We haven't seen the worst of corona, so I'm staying still. I think I might deliver pizzas eventually.",1,0,0,0,0,0,0,0,0,1
1.24514E+18,hahahah i guess thats what happens when u dont miss any white house coronavirus briefing... stay safe,0,0,1,0,0,0,0,0,0,1
1.24514E+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,0,0,0,0,1,0,0,1,0,0
1.24514E+18,People are really shining during this whole Covid_19 thing. Good job humans!,1,1,0,0,0,0,0,0,0,0
1.24514E+18,im so excited to see what kind of shit storm april fools + corona virus brings,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Did the president call Coronavirus a hoax before or after the Impeachment trial ended?,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"So this cardiac arrest should be counted in the COVID19 death total, Im sure.",0,0,0,0,0,0,0,1,1,1
1.24514E+18,Now schools in Ontario wont be open until May due to the Coronavirus which might post-pone the 2019-2020 school year to July or August.,0,0,0,0,0,0,0,0,1,0
1.24514E+18,"Found out my cousin is graduating medical school today and going onto the front lines of corona, can I get an F on the TL",0,0,0,0,0,0,0,0,0,1
1.24514E+18,wow puta bilko and sam morales scam now at its 13th victim CORONAVIRUS KA GHORL???,0,0,0,0,1,0,0,0,0,1
1.24514E+18,But theres a religion who knows how to use COVID19 as weapon for their sinister Jihad. CoronaJihad COVIDIOT,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Imagine if the judge had to self-isolate for 14+ days due to covid19 symptoms - would end up back at square one,0,0,0,0,0,0,0,0,0,1
1.24514E+18,moses said dior saddle bags are ugly so he must have coronavirus bc no taste is a symptom,0,0,0,0,0,0,0,0,0,1
1.24514E+18,My best friend just said the same thing. Lmao gotta thank coronavirus *cardi b voice*,0,0,0,0,0,0,0,0,0,1
1.24514E+18,if i get corona den i get corona.. at the end of the day its not gonna stop me from partying,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Allah ap ko bhi safa ata fermain. Ameen. Be strong. IA Allah will give full and speedy recovery. coronavirus,0,0,1,0,0,0,0,0,0,0
1.24514E+18,"neighbours, if u can hear me coughing, it's because my water went down the wrong hole and NOT because I have corona",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Lost my job to covid19. Heart broken would be an understatement. Wishing this would end soon.,0,0,0,0,0,1,0,0,0,0
1.24514E+18,the reason coronavirus is spreading so fast is because its trying to outdo idpol as the 1 plague currently ravaging the world,0,0,0,0,1,0,0,0,0,1
1.24514E+18,"the world is infested with coronavirus, may as well delete it",0,0,0,1,0,1,0,0,0,1
1.24514E+18,selenators tweeting this again... corona cant end fast enough,0,0,0,1,0,1,1,0,0,0
1.24514E+18,A glass of wine keeps the corona away en ese departamento estamos set,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Prediction: Downing Street's next coronavirus update will be absolute bollocks.,0,0,0,0,0,0,0,0,1,1
1.24514E+18,a woman who was completely healthy died in la from corona virus so if harrys there he better stay the fuck inside i stg this is terrifying,0,0,0,0,1,0,0,0,0,0
1.24514E+18,Its coronavirus. All cases are serious. One has already died from the virus.,0,0,0,0,1,1,0,0,0,0
1.24514E+18,LOL any one see the CNN ratings for Joe Biden's Coronavirus Town Hall last Friday at 8 PM. Less than 2.4 million. Lucky for Biden actually.,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Just once I want to hear the President end a Corona task force press conference with 'You can't always get what you want'.,0,0,0,1,0,0,1,0,0,1
1.24514E+18,It was must see tv for awhile until the usual suspects took over. COVID19,0,0,0,0,0,1,1,0,0,0
1.24514E+18,Like 911 forever changed us so will COVID19 We now understand we only have so much control...,1,0,0,1,0,0,0,0,0,0
1.24514E+18,If this doesnt end before summer ima have to handle this shit myself! LeoSeasonIsComing COVID19 Summer2020,0,0,0,0,0,1,1,0,0,1
1.24514E+18,Tomorrow is April Fools Day cant wait for the government to announce that coronavirus was a prank!!,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Our president DonaldTrump is wack. He has failed us every step of the way through Covid_19 crisis. Chump! Thanks for nothing!,0,0,0,0,0,0,1,0,0,0
1.24514E+18,let alone all the Coronavirus regulations going on with essential businesses PEOPLE USE YOUR BRAINS,1,0,0,0,0,0,1,0,0,0
1.24514E+18,"Strewth - US are posting coronavirus cases of +23,559 in a single day. Shocking, but at least is being recorded accurately.",0,0,0,0,1,0,0,0,0,0
1.24514E+18,Great! Killing babies! Just lump them in with the rest of the Corona virus deaths! Lord gave mercy!!,0,0,0,0,0,1,1,0,1,0
1.24514E+18,Proud to be one of the few people who hasnt texted their ex COVID19 Quarantine lockdown,1,0,0,0,0,0,0,0,0,1
1.24514E+18,"Taking a nasal swab is NOT conducting a coronavirus test, James. It is only a nasal swab. The actual test happens at a lab.",0,0,0,0,0,0,0,0,1,0
1.24514E+18,"If Hillary Clinton were president, we would all have the Coronavirus. 100% globalist 100% open boarders 100% idiot",0,0,0,1,0,0,0,0,0,1
1.24514E+18,"April Fools. Wish the coronavirus outbreak were one big prank, but",1,0,0,1,0,1,0,0,0,1
1.24514E+18,If youre thinking about doing a Coronavirus joke for April Fools Dont be a fucking idiot :),0,0,0,0,0,0,1,0,0,1
1.24514E+18,"Crooks, criminals chill with the crime, wait till the coronavirus is over",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Hey You don't need to be positive or negative. You just need to be honest... Trump COVID coronavirus,0,0,0,0,0,0,1,0,0,0
1.24514E+18,LMFAO TUH E CORONAVIRUS MESSING UP EVERYBODY MORALS!,0,0,0,0,0,0,0,0,0,1
1.24514E+18,I just feel like corona wouldnt be here if Michael Jackson was alive,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Had to change up my roll out due to Corona. Tryna get somethin out though ASAP,1,0,0,1,0,0,0,0,0,0
1.24514E+18,The President says no one knew the Coronavirus was so contagious???? Well the Chinese knew.,0,0,0,0,0,0,1,1,0,1
1.24514E+18,Just felt a small earthquake... with this corona virus going on too My anxiety is now up the roof lol,0,0,0,0,1,0,0,0,0,1
1.24514E+18,Make CORONA END NA,1,0,1,0,0,0,0,0,0,1
1.24514E+18,Im so the opposite of a hypochondriac. Ill get coronavirus and be like its just a cold,1,0,0,0,0,0,0,0,0,1
1.24514E+18,My dad has been on the front lines helping people as a nurse and now he has the virus all corona jokes are officially canceled,0,0,0,0,0,1,0,0,0,0
1.24514E+18,"1 new confirmed case(s) in Zambia totaling 36 in this place. Already 856,900 worldwide. coronavirus covid19 Zambia",0,0,0,0,0,1,0,0,1,0
1.24514E+18,I thought 2020 was going to be bad ass but then I had to cancel my wedding and got laid off. coronavirus,0,0,0,0,0,1,0,0,0,1
1.24514E+18,"ALSO I WILL BE DEALING WITH CORONA VIRUS-AT THE STAR LEVEL, AND STAR CODES, NOT JUST THE PHYSICAL...SO BE SO!! (STAR TRUTH P13)",1,0,0,0,0,1,1,0,0,1
1.24514E+18,This Covid_19 quarantine gonna get people fat pregnant,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"apparently a coronavirus symptom is having no taste, good luck to all the youngboy fans",1,0,1,0,0,0,0,0,0,1
1.24514E+18,You cant bone spur your way out of the corona virus 45 OhLawdHeComin,0,0,0,0,0,0,1,0,0,1
1.24514E+18,Cant believe Bono just died of corona virus. Another soul taken from us u2 coronavirus anotheronebitesthedust,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,0,0,0,0,1,0,0,0,0,0
1.24514E+18,Portrait of a Lady on Fire at TIFF Bell Lightbox in Toronto. the next day they closed due to covid19,0,0,0,0,0,1,0,0,0,0
1.24514E+18,April fools about to hella ass tomorrow. i got corona HAHAHAHA so freaking stupid,0,0,0,0,0,0,1,0,0,1
1.24514E+18,More testing kits more cases duh. And less Casulaties. coronavirus TheLockdown Coronavirustruth,0,0,0,1,0,1,0,0,0,0
1.24514E+18,100k to 240k US deaths is trumps prediction? Does that mean it will really be 2 million? coronavirus Trump,0,0,0,0,1,0,1,0,0,0
1.24514E+18,Corona episode of arrested development is gob performing illusions for everyone whole George sr tries to escape the model home,0,0,0,0,0,0,0,1,0,0
1.24514E+18,Lmao! I think Air Force is okay with grown out hair for now bc of COVID19,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Our municipality is now covid19 free. Thanks God, i wish the whole world can heal.",0,1,1,0,0,0,0,0,0,0
1.24514E+18,Hate this administration... and Covid_19 worry about them and let teachers take a break!,0,0,0,0,1,0,1,0,0,0
1.24514E+18,How much money have you donated to fight the Corona virus Nancy,0,1,0,0,0,0,0,1,0,0
1.24514E+18,USA COVID19 deaths in one day: 794. Trump today: We're doing a great job.,0,0,0,1,0,0,1,0,0,1
1.24514E+18,Make corona finish,1,0,0,1,1,1,0,0,0,1
1.24514E+18,Very interested to read this case report of a patient with COVID19 and acute colitis.,1,0,0,0,0,0,0,0,1,0
1.24514E+18,Cant wait for next seasons episode of Its Always Sunny in Philadelphia when they take on the coronavirus,1,0,0,0,0,1,0,0,0,1
1.24514E+18,"Since its now April Fools Day here, reminder that if you do an April Fools related to you getting coronavirus then you're ignorant.",0,0,0,0,0,0,1,0,0,1
1.24514E+18,Lol you just said fuck it huh? Let me know if you need my barber number,0,0,0,0,0,0,1,0,0,1
1.24514E+18,if i hear cardi b shout coronavirus in my head one more time i swear to fucking god i might jump in the sea,0,0,0,0,0,0,1,0,0,1
1.24514E+18,I wonder if somebody is gonna pretend to have corona as an april fools I hope not.,1,0,0,0,0,0,1,0,0,1
1.24514E+18,Grandma dont even say corona lol she be like that stuff whatever they call it,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Lmao hes got the whole ass coronavirus and still playing!,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,0,0,0,0,0,0,0,0,1,0
1.24514E+18,Need this to be all cleared up by late summer so we can see everyones coronavirus and TigerKing Halloween costumes.,1,0,0,0,0,1,0,0,0,1
1.24514E+18,The CDC and the WHO downplayed the corona virus ! Get your facts right,0,0,0,0,0,0,1,0,0,0
1.24514E+18,"500 ni few, shey o sure pe corona never blow to your brain bayii?",0,0,0,1,0,0,0,0,0,1
1.24514E+18,I thought April Fools' cancelled 'cause Coronavirus,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Maybe this whole Coronavirus thing is just a really bad April Fools joke? Cant wait to find out tomorrow.. fingers crossed!,1,0,0,0,0,0,0,0,0,1
1.24514E+18,yup matt 24.... to go with pestilence Coronavirus and Texas earthquake and the locusts and the... you get the picture...,0,0,0,1,0,0,0,0,0,0
1.24514E+18,And apple wonder why they are hated. Best advertising campaign of the corona virus era,0,0,0,0,0,0,0,0,0,1
1.24514E+18,I feel like Ebola was so overblown by the media at the time that no one took COVID19 seriously. Remember the boy who cried wolf?,0,0,0,0,0,0,0,1,0,0
1.24514E+18,Seems like earth has new HIV virus Covid_19 . I am wondering when negotiation will be done for treatment StayAtHome NYCstrong,0,0,0,1,1,0,0,0,0,1
1.24514E+18,Mom had pictures fall off the wall up in Kalispell. earthquake COVID19 endoftimes,0,0,0,0,1,1,0,0,0,0
1.24514E+18,"Mark my words, Florida will sadly become the Lombardy of America. coronavirus",0,0,0,1,0,1,0,0,0,0
1.24514E+18,yup matt 24.... to go with pestilence Coronavirus and Texas earthquake and the locusts and the... you get the picture...,0,0,0,1,0,0,0,0,0,0
1.24514E+18,Corona Virus please go away I took going out for granted and Im sorry,0,0,0,0,0,1,1,0,0,0
1.24514E+18,"day 18 of quarantine, i gave myself a haircut and it turned out really great coronavirus",1,0,0,0,0,0,0,0,0,0
1.24514E+18,Corona already fucked up my annual spring session. If I don't get to get tatted this summer I'ma lose it,0,0,0,0,1,0,1,0,0,0
1.24514E+18,Which one of friends owns a company that makes ventilators? 25thAmendment coronavirus lookintothat,0,0,0,0,0,0,0,0,0,0
1.24514E+18,"Healing prayers for our Officers and Civilians, ~M COVID19",0,0,1,0,0,0,0,0,0,0
1.24514E+18,UK_gob will way Coronavirus doesn't exist ? April Fools,0,0,0,0,0,0,0,0,0,1
1.24514E+18,BREAKING US gov't Coronavirus Task Force presser: (Presser ends.) COVID19,0,0,0,0,0,0,0,0,1,0
1.24514E+18,Health unit reports first two coronavirus deaths in L-G-Lanark region,0,0,0,0,0,0,0,0,1,0
